"file","caption","category","png_time","Run_time"
"C:/Assessment 2015/China rockfish/SS/SS_chinaC/plots//data_plot.png","Data presence by year for each fleet","Data",2015-06-16 08:59:08,"StartTime: Mon Jun 15 12:08:48 2015"
