"file","caption","category","png_time","Run_time"
"C:/Assessment 2015/China rockfish/SS/SS_chinaN/plots//data_plot.png","Data presence by year for each fleet","Data",2015-06-16 10:36:32,"StartTime: Mon Jun 15 11:09:13 2015"
