CPAH,YEAR,WAVE,DEP20,DEP10,Region
0,2010,2to3,0to19,10to19,North
0,2013,4to5,20to59,30to39,North
0,2007,4to5,20to59,30to39,North
0,2009,2to3,20to59,20to29,North
0,2013,4to5,0to19,10to19,North
0,2001,4to5,20to59,20to29,North
0,2001,4to5,20to59,30to39,North
0,2009,2to3,20to59,30to39,North
0,2001,4to5,20to59,30to39,North
0,2007,2to3,0to19,10to19,North
0,2013,4to5,20to59,20to29,North
0,2009,2to3,20to59,20to29,North
0,2012,4to5,0to19,10to19,North
0.571428571428571,2009,2to3,20to59,20to29,North
0,2011,2to3,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
2.5,2011,2to3,0to19,10to19,North
1.66666666666667,2007,4to5,0to19,10to19,North
0,2010,4to5,0to19,0to9,North
0.526315789473684,2010,4to5,0to19,10to19,North
1.09090909090909,2011,4to5,0to19,0to9,North
0,2011,2to3,0to19,10to19,North
0,2014,2to3,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
1,2007,4to5,0to19,0to9,North
0.37037037037037,2011,4to5,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0,2011,2to3,0to19,10to19,North
0,2011,4to5,0to19,0to9,North
0,2013,4to5,0to19,0to9,North
0.769230769230769,2010,4to5,0to19,0to9,North
0,2011,4to5,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0.9375,2013,4to5,0to19,0to9,North
0.652173913043478,2011,2to3,0to19,10to19,North
0,2013,4to5,0to19,0to9,North
0,2011,4to5,0to19,0to9,North
0,2011,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2007,4to5,0to19,0to9,North
0,2011,4to5,0to19,0to9,North
1,2013,4to5,0to19,10to19,North
1.25,2007,4to5,0to19,0to9,North
1.5,2007,4to5,0to19,0to9,North
0,2007,4to5,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0,2011,2to3,20to59,20to29,North
0,2007,4to5,0to19,0to9,North
0,2011,2to3,0to19,10to19,North
0,2013,4to5,0to19,0to9,North
0,2013,4to5,0to19,10to19,North
0,2013,4to5,0to19,0to9,North
0,2013,4to5,0to19,0to9,North
1.42857142857143,2005,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2008,4to5,0to19,0to9,North
0.952380952380952,2011,4to5,0to19,0to9,North
0,2011,4to5,0to19,10to19,North
0,2013,4to5,20to59,20to29,North
0,2007,2to3,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0,2007,4to5,0to19,0to9,North
0.740740740740741,2011,4to5,0to19,0to9,North
0,2011,2to3,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0.833333333333333,2007,4to5,0to19,0to9,North
0,2007,4to5,0to19,10to19,North
1.33333333333333,2014,2to3,0to19,10to19,North
0,2013,4to5,0to19,0to9,North
0,2005,4to5,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
1.83673469387755,2005,4to5,0to19,0to9,North
0.967741935483871,2011,2to3,0to19,10to19,North
0,2011,2to3,0to19,10to19,North
0,2012,4to5,20to59,20to29,North
2,2006,2to3,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2007,2to3,20to59,20to29,North
0,2006,2to3,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2010,4to5,0to19,0to9,North
0,2011,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2011,4to5,20to59,20to29,North
0.697674418604651,2008,2to3,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
0,2007,4to5,0to19,0to9,North
0.535714285714286,2013,4to5,0to19,10to19,North
0.258620689655172,2007,4to5,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
1.2,2008,2to3,0to19,10to19,North
1.69354838709677,2007,4to5,0to19,0to9,North
0,2012,4to5,20to59,20to29,North
0,2007,4to5,0to19,0to9,North
0,2013,4to5,0to19,0to9,North
0,2013,4to5,0to19,10to19,North
0,2008,4to5,0to19,0to9,North
0.857142857142857,2011,4to5,0to19,10to19,North
0.857142857142857,2011,4to5,0to19,10to19,North
0,2011,2to3,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2007,4to5,0to19,0to9,North
0,2013,4to5,0to19,10to19,North
0,2013,4to5,0to19,0to9,North
0,2008,4to5,0to19,0to9,North
0,2008,4to5,0to19,0to9,North
0,2011,4to5,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2009,2to3,0to19,10to19,North
0.6,2009,2to3,0to19,10to19,North
0,2009,2to3,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2007,4to5,0to19,0to9,North
0,2007,2to3,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
1.04347826086957,2009,2to3,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
0.306122448979592,2013,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0.4,2009,2to3,0to19,10to19,North
0.714285714285714,2008,4to5,0to19,10to19,North
0.222222222222222,2011,2to3,0to19,10to19,North
0,2011,2to3,0to19,10to19,North
0,2009,2to3,0to19,0to9,North
0,2009,2to3,0to19,10to19,North
0,2009,2to3,0to19,10to19,North
0,2008,4to5,0to19,0to9,North
1.30434782608696,2010,4to5,0to19,10to19,North
0,2009,2to3,0to19,0to9,North
0.714285714285714,2010,4to5,0to19,0to9,North
1.09090909090909,2009,2to3,0to19,10to19,North
2.14285714285714,2005,4to5,0to19,0to9,North
0,2005,4to5,0to19,10to19,North
0,2005,4to5,0to19,0to9,North
0,2004,2to3,20to59,20to29,South
0,2008,4to5,20to59,30to39,South
0,2004,2to3,0to19,10to19,South
0,2007,4to5,20to59,30to39,South
0,2010,2to3,20to59,20to29,South
0,2004,2to3,20to59,30to39,South
0,2009,4to5,20to59,30to39,South
0,2010,2to3,20to59,30to39,South
0,2004,2to3,20to59,30to39,South
0,2009,4to5,20to59,20to29,South
0,2004,2to3,20to59,30to39,South
0,2008,4to5,20to59,20to29,South
0,2009,2to3,20to59,20to29,South
0,2004,2to3,20to59,30to39,South
0,2003,2to3,0to19,10to19,South
0,2007,4to5,20to59,30to39,South
2.5,2010,4to5,20to59,20to29,South
0,2004,2to3,0to19,10to19,South
0,2009,2to3,20to59,20to29,South
0,2007,4to5,20to59,30to39,South
0,2010,4to5,20to59,20to29,South
0,2003,4to5,20to59,30to39,South
0,2003,4to5,0to19,10to19,South
0,2003,4to5,20to59,40to49,South
0,2010,2to3,20to59,20to29,South
0,2009,4to5,20to59,20to29,South
0,2010,2to3,20to59,40to49,South
0.833333333333333,2010,2to3,0to19,10to19,South
0,2007,4to5,20to59,30to39,South
0,2007,4to5,20to59,30to39,South
0,2010,4to5,20to59,20to29,South
0,2003,4to5,20to59,30to39,South
0,2003,2to3,20to59,20to29,South
0.476190476190476,2003,4to5,0to19,10to19,South
0,2010,2to3,20to59,30to39,South
0,2008,4to5,20to59,20to29,South
0,2003,4to5,0to19,10to19,South
0,2009,2to3,20to59,20to29,South
0,2010,2to3,20to59,20to29,South
0,2003,2to3,20to59,20to29,South
0,2009,4to5,20to59,30to39,South
0,2010,2to3,20to59,30to39,South
0,2009,4to5,20to59,30to39,South
0,2003,4to5,20to59,30to39,South
0,2003,2to3,0to19,10to19,South
0,2007,4to5,20to59,30to39,South
2.4,2008,2to3,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2008,2to3,0to19,0to9,North
0,2003,4to5,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2011,2to3,0to19,10to19,North
0,2014,2to3,0to19,10to19,North
0.526315789473684,2012,4to5,0to19,10to19,North
0,2014,2to3,0to19,10to19,North
0,2012,4to5,0to19,0to9,North
0.576923076923077,2008,2to3,0to19,0to9,North
0,2014,2to3,0to19,10to19,North
0,2011,2to3,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2003,4to5,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
1.33333333333333,2011,2to3,0to19,10to19,North
0,2008,2to3,0to19,0to9,North
0,2011,2to3,0to19,10to19,North
0,2014,2to3,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2008,2to3,0to19,0to9,North
0,2003,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
1.07142857142857,2003,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2003,4to5,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2014,2to3,0to19,10to19,North
1.25,2003,4to5,0to19,10to19,North
0.681818181818182,2003,4to5,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
0,2003,4to5,0to19,10to19,North
1.22448979591837,2003,4to5,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0.357142857142857,2008,4to5,20to59,20to29,South
0.555555555555556,2008,4to5,20to59,20to29,South
0,2012,4to5,20to59,20to29,South
0,2012,4to5,0to19,10to19,South
0,2009,4to5,20to59,20to29,South
0.344827586206897,2009,4to5,20to59,20to29,South
0,2012,4to5,0to19,10to19,South
0,2005,2to3,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2007,2to3,20to59,20to29,South
0,2007,2to3,0to19,10to19,South
0,2001,4to5,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2010,4to5,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2007,4to5,20to59,20to29,South
0,2007,2to3,20to59,20to29,South
0,2001,4to5,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2001,4to5,20to59,20to29,South
0,2005,4to5,20to59,20to29,South
0,2005,2to3,0to19,10to19,South
0,2004,2to3,0to19,10to19,South
0,2001,4to5,0to19,10to19,South
0,2004,4to5,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2007,4to5,20to59,20to29,South
0,2007,2to3,20to59,20to29,South
0.333333333333333,2008,4to5,0to19,10to19,South
0,2004,2to3,20to59,20to29,South
0,2005,2to3,0to19,10to19,South
0,2005,2to3,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2006,4to5,0to19,10to19,South
0,2004,2to3,0to19,10to19,South
0,2007,2to3,0to19,10to19,South
0,2003,2to3,20to59,20to29,South
0,2001,4to5,20to59,20to29,South
0,2003,4to5,0to19,10to19,South
0,2005,4to5,0to19,10to19,South
0,2004,4to5,20to59,20to29,South
0,2005,4to5,0to19,10to19,South
0,2004,4to5,20to59,20to29,South
0,2006,4to5,0to19,10to19,South
0,2004,2to3,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2007,2to3,0to19,10to19,South
0,2005,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2003,2to3,0to19,10to19,South
0,2012,4to5,20to59,20to29,South
0,2001,4to5,0to19,10to19,South
0,2007,4to5,20to59,20to29,South
0,2013,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2004,2to3,0to19,10to19,South
0,2003,4to5,20to59,20to29,South
0,2005,4to5,20to59,30to39,South
0,2003,4to5,20to59,20to29,South
0.158730158730159,2005,4to5,20to59,20to29,South
0,2013,4to5,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2006,4to5,0to19,10to19,South
0,2010,2to3,20to59,20to29,South
0,2003,2to3,20to59,20to29,South
0,2003,4to5,20to59,20to29,South
0,2010,2to3,0to19,10to19,South
0,2004,2to3,20to59,20to29,South
0,2010,2to3,20to59,20to29,South
0,2003,2to3,20to59,20to29,South
0,2004,4to5,0to19,10to19,South
0.882352941176471,2004,4to5,0to19,10to19,South
0,2008,4to5,20to59,20to29,South
0,2010,4to5,20to59,20to29,South
0,2007,2to3,0to19,10to19,South
0,2010,2to3,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0.3125,2005,4to5,0to19,10to19,South
0,2011,2to3,20to59,20to29,South
0,2008,2to3,0to19,10to19,South
0,2011,2to3,0to19,10to19,South
0,2010,4to5,20to59,20to29,South
0,2001,4to5,20to59,20to29,South
0,2011,2to3,0to19,10to19,South
0,2010,2to3,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2006,4to5,0to19,10to19,South
3,2011,2to3,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2008,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2013,4to5,20to59,20to29,South
0,2004,4to5,0to19,10to19,South
0,2004,2to3,20to59,20to29,South
0,2005,4to5,20to59,20to29,South
0,2011,2to3,20to59,20to29,South
0,2011,2to3,20to59,20to29,South
0,2008,2to3,0to19,10to19,South
0,2003,4to5,20to59,20to29,South
0,2011,2to3,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2008,4to5,20to59,20to29,South
0,2006,4to5,0to19,10to19,South
0,2012,4to5,20to59,20to29,South
0,2003,2to3,20to59,20to29,South
1.71428571428571,2007,2to3,20to59,20to29,South
0,2004,4to5,0to19,10to19,South
0,2004,4to5,20to59,20to29,South
0,2004,2to3,20to59,20to29,South
0,2004,4to5,0to19,10to19,South
0,2008,2to3,0to19,10to19,South
0.192307692307692,2003,2to3,20to59,20to29,South
0,2006,4to5,0to19,10to19,South
0,2011,2to3,20to59,20to29,South
0,2010,2to3,0to19,10to19,South
0,2008,4to5,20to59,20to29,South
0,2004,4to5,0to19,10to19,South
0,2005,4to5,0to19,10to19,South
0,2007,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2008,4to5,0to19,10to19,South
0,2008,4to5,0to19,10to19,South
0,2004,4to5,0to19,10to19,South
0,2005,4to5,0to19,10to19,South
0,2004,4to5,20to59,20to29,South
0,2007,4to5,20to59,20to29,South
0,2006,4to5,20to59,20to29,South
0,2008,4to5,0to19,10to19,South
0,2004,4to5,20to59,20to29,South
0,2008,4to5,20to59,20to29,South
0,2005,4to5,0to19,10to19,South
0,2005,4to5,20to59,20to29,South
0,2004,4to5,0to19,10to19,South
0,2009,4to5,20to59,20to29,South
0,2011,2to3,0to19,10to19,South
0,2005,4to5,20to59,20to29,South
0,2003,4to5,20to59,20to29,South
0,2007,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2008,2to3,0to19,10to19,South
0,2004,4to5,20to59,20to29,South
0,2005,4to5,0to19,10to19,South
0,2004,4to5,0to19,10to19,South
0,2012,2to3,0to19,10to19,South
0,2009,4to5,20to59,20to29,South
0,2012,4to5,0to19,10to19,South
0,2009,4to5,0to19,10to19,South
0,2005,4to5,0to19,10to19,South
0,2005,4to5,20to59,20to29,South
0,2012,2to3,20to59,20to29,South
0,2003,2to3,20to59,20to29,South
0,2007,4to5,20to59,20to29,South
0,2006,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2012,2to3,20to59,20to29,South
0,2012,2to3,20to59,20to29,South
0,2012,2to3,20to59,20to29,South
0,2008,2to3,20to59,20to29,South
0,2009,4to5,20to59,20to29,South
0,2013,4to5,20to59,20to29,South
0.172413793103448,2005,2to3,20to59,30to39,South
0.324324324324324,2005,2to3,20to59,30to39,South
0,2004,4to5,20to59,30to39,South
0,2005,2to3,20to59,20to29,South
0,2004,4to5,20to59,40to49,South
0,2005,4to5,20to59,40to49,South
0,2006,4to5,20to59,20to29,South
0.588235294117647,2010,4to5,20to59,40to49,South
0.434782608695652,2004,4to5,20to59,30to39,South
0,2004,4to5,20to59,40to49,South
0,2013,4to5,20to59,20to29,South
0,2010,4to5,20to59,30to39,South
0,2006,2to3,20to59,40to49,South
0,2004,4to5,0to19,10to19,South
0,2005,4to5,0to19,10to19,South
0,2005,4to5,20to59,20to29,South
0,2004,4to5,0to19,10to19,South
0,2004,4to5,20to59,40to49,South
0,2005,4to5,20to59,30to39,South
0.222222222222222,2004,4to5,20to59,20to29,South
0,2006,2to3,20to59,50to59,South
0,2005,4to5,20to59,30to39,South
0,2005,2to3,20to59,50to59,South
0,2006,2to3,20to59,40to49,South
0,2010,4to5,0to19,0to9,South
0,2010,4to5,0to19,10to19,South
0,2013,4to5,0to19,10to19,South
0,2006,2to3,20to59,40to49,South
0,2006,2to3,20to59,40to49,South
0.32258064516129,2010,4to5,0to19,10to19,South
2.14285714285714,2006,2to3,20to59,20to29,South
0,2010,4to5,20to59,30to39,South
0,2007,4to5,20to59,30to39,South
0,2009,4to5,20to59,40to49,South
0,2006,4to5,20to59,40to49,South
0,2006,4to5,20to59,30to39,South
0,2005,4to5,20to59,40to49,South
0,2006,2to3,0to19,10to19,South
0.32258064516129,2006,4to5,20to59,20to29,South
0.75,2005,4to5,20to59,40to49,South
0,2005,4to5,20to59,30to39,South
0,2006,4to5,20to59,30to39,South
0,2011,4to5,20to59,20to29,South
0,2013,4to5,0to19,10to19,South
0,2009,4to5,20to59,20to29,South
0,2005,4to5,20to59,20to29,South
0,2005,4to5,20to59,20to29,South
0,2006,4to5,20to59,30to39,South
0,2013,4to5,20to59,20to29,South
0,2007,4to5,20to59,40to49,South
0,2013,4to5,20to59,20to29,South
0,2010,4to5,0to19,10to19,South
0,2007,4to5,20to59,30to39,South
0,2011,4to5,20to59,20to29,South
0,2006,4to5,0to19,10to19,South
0,2012,4to5,20to59,30to39,South
0,2006,4to5,20to59,40to49,South
0,2005,4to5,20to59,20to29,South
0,2005,4to5,20to59,30to39,South
0,2007,4to5,20to59,30to39,South
2,2007,4to5,20to59,30to39,South
0,2008,4to5,20to59,40to49,South
0,2005,4to5,20to59,20to29,South
0,2008,4to5,20to59,30to39,South
0,2008,4to5,20to59,30to39,South
0,2007,4to5,0to19,10to19,South
0,2013,4to5,20to59,20to29,South
0,2007,4to5,20to59,20to29,South
0.434782608695652,2008,4to5,20to59,20to29,South
0,2008,4to5,20to59,40to49,South
0,2004,4to5,0to19,10to19,South
0,2008,4to5,20to59,30to39,South
0,2008,4to5,20to59,30to39,South
0,2008,4to5,20to59,20to29,South
0,2008,4to5,20to59,30to39,South
0,2007,4to5,20to59,30to39,South
0,2007,4to5,20to59,30to39,South
0,2008,4to5,20to59,30to39,South
0,2009,4to5,20to59,40to49,South
0,2008,4to5,20to59,40to49,South
0,2008,4to5,20to59,30to39,South
0,2011,4to5,20to59,20to29,South
0,2007,4to5,0to19,10to19,South
2.10526315789474,2011,4to5,20to59,20to29,South
0,2004,4to5,20to59,20to29,South
0,2004,4to5,20to59,30to39,South
0,2008,4to5,20to59,40to49,South
0,2005,2to3,20to59,30to39,North
0,2012,4to5,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2009,4to5,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2008,2to3,20to59,30to39,North
0,2013,2to3,20to59,20to29,North
0,2013,4to5,20to59,20to29,North
0,2005,4to5,20to59,20to29,North
0,2012,2to3,0to19,10to19,North
0,2006,4to5,0to19,10to19,North
0,2010,4to5,0to19,10to19,North
0,2014,2to3,20to59,30to39,North
0,2014,4to5,0to19,10to19,North
0,2014,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2014,2to3,20to59,20to29,North
0,2013,4to5,20to59,20to29,North
0,2012,4to5,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2014,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2010,4to5,0to19,10to19,North
0,2014,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2012,4to5,0to19,10to19,North
0,2013,2to3,0to19,10to19,North
0,2009,4to5,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2003,2to3,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2003,2to3,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2003,2to3,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2005,4to5,20to59,30to39,North
0,2013,2to3,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2004,2to3,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2008,2to3,20to59,20to29,North
0,2012,4to5,0to19,10to19,North
0,2001,4to5,0to19,10to19,North
0,2014,2to3,20to59,30to39,North
0,2013,2to3,20to59,20to29,North
0,2013,2to3,20to59,30to39,North
0,2012,2to3,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2013,2to3,20to59,30to39,North
0,2008,2to3,0to19,10to19,North
0,2014,2to3,20to59,20to29,North
0,2012,2to3,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0,2008,4to5,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2008,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2014,2to3,20to59,20to29,North
0,2012,2to3,20to59,20to29,North
0,2012,4to5,20to59,20to29,North
0,2005,2to3,20to59,30to39,North
0,2013,2to3,20to59,30to39,North
0,2008,2to3,0to19,10to19,North
0,2008,4to5,20to59,20to29,North
0,2004,2to3,0to19,10to19,North
0,2003,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2012,2to3,20to59,20to29,North
0,2013,2to3,0to19,10to19,North
0,2012,2to3,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2008,4to5,0to19,10to19,North
0,2003,4to5,20to59,20to29,North
0,2003,4to5,20to59,30to39,North
0,2013,2to3,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0.75,2001,4to5,0to19,10to19,North
0,2006,2to3,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2012,4to5,20to59,20to29,North
0,2007,4to5,0to19,10to19,North
0,2004,2to3,0to19,10to19,North
0,2013,4to5,20to59,20to29,North
0,2003,4to5,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2003,2to3,0to19,10to19,North
0,2012,2to3,0to19,10to19,North
0,2009,4to5,0to19,10to19,North
0,2007,2to3,20to59,20to29,North
0,2008,4to5,20to59,20to29,North
0,2012,2to3,0to19,10to19,North
0,2013,4to5,20to59,20to29,North
0,2001,4to5,20to59,20to29,North
1,2012,4to5,0to19,10to19,North
0,2010,4to5,20to59,30to39,North
0,2010,4to5,20to59,30to39,North
0,2008,2to3,20to59,30to39,North
0,2011,4to5,20to59,20to29,North
0,2014,2to3,20to59,20to29,North
0,2005,4to5,20to59,30to39,North
0,2013,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2005,2to3,20to59,20to29,North
0,2012,2to3,0to19,10to19,North
0,2012,2to3,0to19,10to19,North
0,2005,4to5,20to59,30to39,North
0,2010,4to5,20to59,20to29,North
0,2010,4to5,0to19,10to19,North
1,2013,4to5,0to19,10to19,North
0,2013,4to5,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2009,4to5,20to59,20to29,North
1.04347826086957,2012,2to3,0to19,10to19,North
0,2010,2to3,0to19,10to19,North
0,2012,2to3,0to19,10to19,North
0,2007,2to3,20to59,30to39,North
0,2008,2to3,20to59,30to39,North
0,2007,2to3,0to19,10to19,North
0,2012,4to5,20to59,20to29,North
0,2003,2to3,0to19,10to19,North
0.285714285714286,2005,2to3,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2003,2to3,0to19,10to19,North
0.857142857142857,2012,4to5,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0.416666666666667,2013,2to3,20to59,30to39,North
0,2010,2to3,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2008,4to5,20to59,20to29,North
0,2008,4to5,20to59,20to29,North
0,2013,2to3,0to19,10to19,North
0,2014,2to3,20to59,20to29,North
0,2011,4to5,20to59,20to29,North
0,2010,4to5,0to19,10to19,North
0,2012,2to3,0to19,10to19,North
0,2009,4to5,0to19,10to19,North
0,2008,2to3,20to59,30to39,North
0,2010,4to5,20to59,20to29,North
0,2005,2to3,20to59,30to39,North
0,2012,4to5,20to59,20to29,North
0,2004,2to3,0to19,10to19,North
0,2005,2to3,20to59,20to29,North
0,2006,4to5,0to19,10to19,North
0,2014,2to3,20to59,20to29,North
0,2007,4to5,0to19,10to19,North
0,2012,4to5,20to59,20to29,North
0,2014,2to3,20to59,20to29,North
0,2013,4to5,0to19,10to19,North
0,2004,4to5,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2011,2to3,0to19,10to19,North
0,2013,2to3,20to59,30to39,North
0,2007,4to5,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2013,2to3,0to19,10to19,North
0,2003,4to5,20to59,20to29,North
0,2010,2to3,20to59,30to39,North
0,2012,4to5,0to19,10to19,North
0,2003,2to3,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2012,4to5,0to19,10to19,North
0,2007,4to5,0to19,0to9,North
0,2005,4to5,20to59,20to29,North
0,2003,2to3,20to59,20to29,North
0,2009,2to3,0to19,10to19,North
0,2010,4to5,0to19,10to19,North
0,2003,2to3,0to19,10to19,North
0,2008,2to3,20to59,30to39,North
0,2010,2to3,0to19,10to19,North
0,2011,4to5,20to59,30to39,North
0,2001,4to5,20to59,20to29,North
0,2014,2to3,0to19,10to19,North
0,2006,4to5,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2008,2to3,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2010,2to3,20to59,30to39,North
0,2010,2to3,20to59,30to39,North
0,2003,2to3,20to59,30to39,North
0,2013,2to3,20to59,30to39,North
0,2012,4to5,0to19,10to19,North
0,2014,2to3,20to59,20to29,North
0,2001,4to5,20to59,20to29,North
0,2007,4to5,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0.535714285714286,2003,2to3,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2009,4to5,0to19,10to19,North
0,2011,2to3,20to59,20to29,North
