CPAH,YEAR,WAVE,DEP20,DEP10,Region
0,2012,4to5,20to59,30to39,North
0,2007,4to5,20to59,30to39,North
0,2005,2to3,0to19,10to19,North
0,2005,2to3,20to59,30to39,North
0,2006,2to3,20to59,30to39,North
0,2005,4to5,20to59,30to39,North
0,2004,4to5,0to19,10to19,North
0,2008,4to5,20to59,20to29,North
0,2014,2to3,0to19,10to19,North
0,2012,4to5,0to19,10to19,North
0,2008,4to5,20to59,20to29,North
0,2011,4to5,0to19,10to19,North
0,2004,2to3,0to19,10to19,North
0,2013,4to5,20to59,30to39,North
0,2004,2to3,20to59,20to29,North
0,2012,4to5,0to19,10to19,North
0,2003,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2003,4to5,20to59,20to29,North
0,2013,2to3,20to59,40to49,North
0,2014,4to5,20to59,40to49,North
0.151515151515152,2003,4to5,20to59,20to29,North
0,2009,4to5,20to59,20to29,North
0,2013,4to5,20to59,20to29,North
0,2013,4to5,0to19,10to19,North
0,2014,4to5,20to59,40to49,North
0,2014,4to5,20to59,30to39,North
0,2005,2to3,20to59,20to29,North
0,2004,4to5,20to59,20to29,North
0,2014,2to3,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2006,4to5,20to59,30to39,North
0.769230769230769,2012,2to3,20to59,30to39,North
0,2007,4to5,20to59,20to29,North
0,2007,4to5,20to59,20to29,North
0,2005,2to3,20to59,30to39,North
0,2010,2to3,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0,2012,2to3,20to59,20to29,North
0,2013,2to3,20to59,30to39,North
0,2013,2to3,20to59,30to39,North
0,2006,4to5,20to59,20to29,North
0,2006,4to5,20to59,20to29,North
0,2005,4to5,20to59,30to39,North
0,2009,2to3,20to59,30to39,North
0,2010,2to3,20to59,30to39,North
0,2010,2to3,0to19,10to19,North
0,2013,2to3,0to19,10to19,North
0,2013,2to3,0to19,10to19,North
0,2005,4to5,20to59,20to29,North
0,2006,4to5,20to59,20to29,North
0,2006,4to5,0to19,10to19,North
0,2004,2to3,20to59,20to29,North
0,2014,2to3,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0,2006,2to3,20to59,20to29,North
0,2008,4to5,20to59,30to39,North
0,2006,4to5,20to59,20to29,North
0,2012,2to3,20to59,30to39,North
0,2006,4to5,20to59,30to39,North
0,2012,2to3,20to59,30to39,North
0,2007,4to5,20to59,30to39,North
0,2014,4to5,20to59,30to39,North
0,2006,2to3,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0,2014,4to5,20to59,40to49,North
0,2014,2to3,20to59,30to39,North
0,2013,4to5,0to19,10to19,North
0,2013,4to5,20to59,20to29,North
0,2003,4to5,20to59,30to39,North
0,2005,4to5,20to59,30to39,North
0,2005,4to5,20to59,30to39,North
1.07142857142857,2004,2to3,0to19,10to19,North
0,2013,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0.48,2013,2to3,20to59,40to49,North
0,2010,2to3,20to59,30to39,North
0,2007,2to3,0to19,10to19,North
0,2010,4to5,20to59,30to39,North
0,2010,2to3,20to59,40to49,North
0,2010,4to5,20to59,20to29,North
0,2005,4to5,20to59,20to29,North
0,2007,2to3,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0.714285714285714,2008,2to3,0to19,0to9,North
0,2006,4to5,20to59,20to29,North
0,2008,2to3,20to59,30to39,North
0.833333333333333,2007,4to5,20to59,20to29,North
0,2009,2to3,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2007,2to3,20to59,20to29,North
0,2005,2to3,20to59,30to39,North
0,2013,2to3,20to59,30to39,North
0,2009,4to5,20to59,20to29,North
0,2003,2to3,20to59,20to29,North
0,2009,2to3,20to59,20to29,North
0,2007,2to3,20to59,30to39,North
0,2006,4to5,20to59,30to39,North
0,2005,4to5,20to59,40to49,North
0,2007,2to3,20to59,40to49,North
0,2013,4to5,20to59,30to39,North
0,2005,4to5,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2008,2to3,20to59,30to39,North
0,2008,2to3,20to59,30to39,North
0,2008,2to3,20to59,30to39,North
0,2009,4to5,20to59,20to29,North
0,2014,4to5,0to19,10to19,North
0,2013,2to3,20to59,40to49,North
0,2011,4to5,20to59,30to39,North
0,2005,4to5,20to59,20to29,North
0,2004,4to5,0to19,10to19,North
0,2013,2to3,20to59,30to39,North
0,2005,2to3,0to19,10to19,North
0,2005,2to3,20to59,20to29,North
0,2008,4to5,0to19,10to19,North
1.42857142857143,2005,2to3,20to59,20to29,North
0,2014,4to5,20to59,30to39,North
0,2006,4to5,20to59,30to39,North
0.535714285714286,2007,4to5,20to59,20to29,North
0,2012,2to3,0to19,10to19,North
0,2012,2to3,20to59,20to29,North
0,2007,4to5,20to59,20to29,North
0,2011,4to5,20to59,30to39,North
0,2010,2to3,20to59,30to39,North
0,2011,4to5,20to59,30to39,North
0,2013,4to5,20to59,20to29,North
0,2003,4to5,20to59,20to29,North
0,2005,4to5,20to59,40to49,North
0,2007,2to3,20to59,20to29,North
0,2003,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2005,4to5,0to19,10to19,North
0,2005,2to3,0to19,10to19,North
0,2011,2to3,20to59,20to29,North
0,2011,2to3,20to59,20to29,North
0,2011,2to3,20to59,20to29,North
0,2013,2to3,0to19,10to19,North
0,2008,4to5,20to59,30to39,North
0,2014,2to3,0to19,10to19,North
0.857142857142857,2007,2to3,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0,2014,2to3,0to19,10to19,North
0,2004,4to5,0to19,10to19,North
0,2012,2to3,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0.504201680672269,2010,4to5,20to59,20to29,North
0,2010,4to5,20to59,30to39,North
0,2008,2to3,20to59,30to39,North
0,2010,4to5,20to59,30to39,North
0,2007,4to5,0to19,10to19,North
0,2014,2to3,20to59,20to29,North
0,2005,2to3,20to59,20to29,North
0,2011,4to5,20to59,30to39,North
0,2011,4to5,20to59,30to39,North
0,2007,4to5,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0,2014,2to3,0to19,10to19,North
0,2005,4to5,20to59,20to29,North
0,2003,4to5,20to59,20to29,North
0,2013,2to3,20to59,30to39,North
0,2001,4to5,20to59,20to29,North
0,2001,4to5,20to59,20to29,North
0,2013,2to3,20to59,30to39,North
0,2007,4to5,20to59,40to49,North
0,2007,4to5,20to59,30to39,North
0,2007,4to5,20to59,20to29,North
0,2007,2to3,20to59,20to29,North
0,2010,2to3,20to59,40to49,North
2.22222222222222,2009,4to5,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2008,2to3,0to19,0to9,North
0,2010,4to5,20to59,30to39,North
0,2012,2to3,20to59,20to29,North
0,2007,4to5,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0,2007,4to5,20to59,30to39,North
0.461538461538461,2003,4to5,20to59,20to29,North
0,2012,4to5,20to59,20to29,North
0,2009,2to3,20to59,20to29,North
0,2008,2to3,20to59,30to39,North
0,2013,2to3,20to59,30to39,North
0,2007,2to3,20to59,30to39,North
0,2007,2to3,20to59,30to39,North
0,2007,2to3,20to59,30to39,North
0,2006,4to5,20to59,30to39,North
0,2007,2to3,20to59,20to29,North
0,2008,4to5,20to59,20to29,North
0.340909090909091,2005,4to5,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2006,4to5,20to59,20to29,North
0,2006,4to5,20to59,20to29,North
0,2006,4to5,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2008,2to3,20to59,20to29,North
0,2006,4to5,20to59,20to29,North
0.133928571428571,2006,4to5,20to59,20to29,North
0,2014,4to5,20to59,40to49,North
0,2013,2to3,20to59,30to39,North
0,2014,4to5,20to59,40to49,North
0,2004,4to5,0to19,10to19,North
0,2005,2to3,20to59,20to29,North
0,2005,2to3,0to19,10to19,North
0.779220779220779,2005,2to3,0to19,10to19,North
0,2011,4to5,20to59,20to29,North
0.571428571428571,2011,4to5,20to59,20to29,North
0,2004,4to5,20to59,20to29,North
0,2008,4to5,0to19,10to19,North
0.5,2012,2to3,20to59,30to39,North
0,2013,4to5,20to59,20to29,North
0,2006,4to5,20to59,30to39,North
0,2012,2to3,20to59,20to29,North
0,2012,2to3,20to59,20to29,North
0.555555555555556,2012,2to3,20to59,20to29,North
0,2013,2to3,20to59,30to39,North
0,2012,4to5,20to59,40to49,North
0,2012,4to5,20to59,30to39,North
0,2008,4to5,0to19,10to19,North
1,2013,2to3,20to59,20to29,North
0,2011,2to3,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2006,4to5,20to59,40to49,North
0,2006,4to5,20to59,50to59,North
0,2005,4to5,20to59,20to29,North
0,2013,4to5,20to59,30to39,North
0,2011,2to3,20to59,20to29,North
0,2010,2to3,20to59,30to39,North
0,2011,2to3,20to59,20to29,North
0,2013,2to3,0to19,10to19,North
0,2006,4to5,0to19,10to19,North
0.75,2006,4to5,0to19,10to19,North
0,2008,4to5,20to59,30to39,North
0,2010,4to5,20to59,20to29,North
0,2008,4to5,20to59,50to59,North
0,2008,4to5,20to59,50to59,North
0,2012,4to5,20to59,20to29,North
0.952380952380952,2010,4to5,20to59,30to39,North
0,2006,4to5,20to59,20to29,North
0,2012,2to3,20to59,40to49,North
0,2007,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0.512820512820513,2003,4to5,0to19,10to19,North
0,2003,4to5,0to19,10to19,North
0,2003,4to5,0to19,10to19,North
0,2014,2to3,20to59,30to39,North
0.454545454545455,2014,2to3,20to59,20to29,North
0,2009,2to3,20to59,30to39,North
0,2009,2to3,20to59,30to39,North
0,2004,4to5,20to59,30to39,North
0.833333333333333,2014,4to5,20to59,30to39,North
0,2005,2to3,20to59,20to29,North
0,2008,4to5,0to19,10to19,North
0,2013,4to5,20to59,30to39,North
0,2007,4to5,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0,2013,2to3,20to59,40to49,North
0,2008,2to3,20to59,30to39,North
0,2012,4to5,20to59,20to29,North
0,2001,4to5,20to59,20to29,North
0,2005,4to5,20to59,20to29,North
0,2005,4to5,20to59,20to29,North
0,2005,4to5,0to19,10to19,North
0,2007,4to5,20to59,20to29,North
0,2007,4to5,0to19,0to9,North
0,2014,2to3,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0,2010,4to5,20to59,20to29,North
0,2007,4to5,20to59,30to39,North
0,2007,4to5,0to19,10to19,North
0,2007,4to5,20to59,30to39,North
0,2007,4to5,0to19,10to19,North
0.476190476190476,2010,4to5,0to19,10to19,North
0,2008,2to3,20to59,30to39,North
0,2008,2to3,20to59,30to39,North
0,2014,4to5,20to59,30to39,North
0,2003,2to3,0to19,10to19,North
0,2008,2to3,20to59,30to39,North
0,2007,2to3,20to59,30to39,North
0,2007,4to5,20to59,30to39,North
0.504201680672269,2009,2to3,20to59,30to39,North
0,2009,2to3,20to59,40to49,North
0,2011,4to5,0to19,10to19,North
0,2006,4to5,20to59,40to49,North
0,2014,4to5,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2010,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0.526315789473684,2006,4to5,20to59,20to29,North
0,2006,4to5,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
0.512820512820513,2003,4to5,20to59,20to29,North
0,2004,2to3,20to59,30to39,North
0,2003,4to5,20to59,20to29,North
0,2006,4to5,20to59,20to29,North
0,2008,4to5,20to59,20to29,North
0,2009,4to5,20to59,30to39,North
0.740740740740741,2004,4to5,0to19,10to19,North
0,2006,4to5,20to59,30to39,North
0,2008,4to5,20to59,20to29,North
0,2014,4to5,20to59,30to39,North
1,2012,2to3,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
1.5,2006,4to5,0to19,10to19,North
0,2005,2to3,20to59,30to39,North
0,2006,4to5,20to59,20to29,North
0,2014,4to5,20to59,40to49,North
0,2001,4to5,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0,2003,4to5,20to59,30to39,North
0,2003,4to5,0to19,10to19,North
0,2013,2to3,0to19,10to19,North
0,2014,4to5,20to59,20to29,North
0,2014,4to5,20to59,30to39,North
0,2011,2to3,20to59,20to29,North
0,2011,4to5,0to19,10to19,North
0,2011,2to3,20to59,20to29,North
0,2004,4to5,0to19,10to19,North
0.576923076923077,2013,2to3,0to19,10to19,North
0,2006,4to5,20to59,30to39,North
0,2006,4to5,20to59,30to39,North
0.333333333333333,2003,2to3,20to59,30to39,North
0,2008,4to5,20to59,30to39,North
0,2010,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0,2014,2to3,0to19,10to19,North
0,2006,4to5,20to59,30to39,North
0,2010,4to5,20to59,20to29,North
0,2006,4to5,20to59,20to29,North
0,2006,2to3,20to59,40to49,North
1.66666666666667,2004,4to5,20to59,20to29,North
0.155038759689922,2004,4to5,20to59,30to39,North
0,2014,4to5,20to59,30to39,North
0,2004,4to5,0to19,10to19,North
0,2009,4to5,20to59,20to29,North
0,2004,4to5,20to59,20to29,North
0,2014,4to5,20to59,40to49,North
0,2011,4to5,0to19,10to19,North
0,2005,4to5,20to59,20to29,North
0,2005,2to3,0to19,10to19,North
0,2005,2to3,20to59,30to39,North
0,2004,4to5,0to19,10to19,North
0.666666666666667,2010,2to3,20to59,30to39,North
0,2010,2to3,20to59,30to39,North
0,2008,2to3,20to59,20to29,North
0,2010,2to3,20to59,40to49,North
0,2012,4to5,20to59,30to39,North
0,2010,2to3,20to59,40to49,North
0.923076923076923,2009,4to5,20to59,20to29,North
0,2014,4to5,20to59,40to49,North
0,2007,4to5,20to59,20to29,North
0.923076923076923,2007,4to5,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0.952380952380952,2008,2to3,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0,2003,2to3,0to19,10to19,North
0,2003,4to5,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0,2014,4to5,20to59,30to39,North
0,2008,2to3,20to59,30to39,North
0,2014,4to5,20to59,30to39,North
0,2009,2to3,20to59,30to39,North
0,2009,2to3,20to59,20to29,North
0.185185185185185,2009,2to3,20to59,30to39,North
0,2009,2to3,20to59,40to49,North
0,2007,2to3,0to19,10to19,North
0,2007,2to3,20to59,20to29,North
0,2011,4to5,20to59,20to29,North
0,2004,4to5,20to59,20to29,North
0,2010,2to3,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,20to29,North
0,2011,4to5,20to59,20to29,North
0,2011,4to5,20to59,20to29,North
0,2014,4to5,20to59,40to49,North
0,2004,4to5,0to19,10to19,North
0,2004,2to3,20to59,30to39,North
0,2014,2to3,0to19,10to19,North
0,2004,2to3,0to19,10to19,North
0,2004,4to5,0to19,10to19,North
0,2014,4to5,20to59,20to29,North
0,2008,4to5,0to19,10to19,North
0,2005,2to3,0to19,10to19,North
0,2013,4to5,20to59,20to29,North
0,2004,2to3,0to19,10to19,North
0,2012,2to3,20to59,20to29,North
0,2011,4to5,20to59,30to39,North
0,2012,2to3,20to59,30to39,North
0,2012,2to3,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2011,2to3,20to59,20to29,North
1.81818181818182,2012,2to3,20to59,20to29,North
0,2012,2to3,20to59,20to29,North
0,2010,2to3,20to59,30to39,North
0,2005,4to5,0to19,10to19,North
0,2010,2to3,20to59,30to39,North
1.25,2010,2to3,20to59,20to29,North
0,2013,2to3,20to59,40to49,North
0,2011,4to5,20to59,20to29,North
0,2013,2to3,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0,2004,4to5,0to19,10to19,North
0,2004,4to5,20to59,30to39,North
0.434782608695652,2011,2to3,0to19,10to19,North
0,2011,2to3,0to19,10to19,North
0,2006,4to5,20to59,30to39,North
0,2006,4to5,0to19,10to19,North
0,2008,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2008,4to5,20to59,40to49,North
0,2014,2to3,20to59,20to29,North
0,2007,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2014,2to3,0to19,10to19,North
0.350877192982456,2003,4to5,20to59,30to39,North
0,2003,4to5,20to59,30to39,North
0,2009,2to3,20to59,30to39,North
0,2009,2to3,20to59,30to39,North
0,2009,2to3,20to59,30to39,North
0.32967032967033,2007,4to5,20to59,20to29,North
0,2009,4to5,20to59,20to29,North
0,2009,2to3,20to59,20to29,North
0,2006,2to3,20to59,20to29,North
0,2006,4to5,20to59,20to29,North
0,2014,4to5,20to59,30to39,North
0,2011,4to5,0to19,10to19,North
0,2005,4to5,20to59,20to29,North
0,2011,4to5,0to19,10to19,North
0.408163265306123,2010,4to5,20to59,20to29,North
0,2013,2to3,20to59,40to49,North
1.07142857142857,2012,4to5,20to59,30to39,North
0,2006,4to5,20to59,20to29,North
0,2011,4to5,20to59,20to29,North
0,2013,2to3,20to59,40to49,North
0,2007,4to5,20to59,40to49,North
0,2007,4to5,20to59,30to39,North
0,2005,2to3,20to59,30to39,North
0,2012,4to5,20to59,20to29,North
0,2007,4to5,20to59,20to29,North
0,2007,4to5,20to59,20to29,North
0,2009,4to5,20to59,20to29,North
0,2003,4to5,20to59,20to29,North
0,2005,2to3,20to59,30to39,North
0,2005,2to3,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2011,4to5,20to59,30to39,North
0,2003,4to5,20to59,20to29,North
0,2007,4to5,20to59,30to39,North
0,2003,4to5,0to19,10to19,North
0,2003,4to5,20to59,30to39,North
0,2007,4to5,20to59,40to49,North
0,2007,4to5,20to59,30to39,North
0,2007,2to3,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0.625,2014,4to5,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
0,2014,4to5,20to59,20to29,North
0,2014,4to5,20to59,20to29,North
0,2013,2to3,20to59,20to29,North
0.231660231660232,2008,2to3,20to59,30to39,North
0,2011,4to5,0to19,0to9,North
0,2007,2to3,20to59,20to29,North
0,2010,2to3,0to19,10to19,North
0,2005,2to3,20to59,30to39,North
0,2006,4to5,0to19,10to19,North
0,2006,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2007,4to5,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0.41958041958042,2003,4to5,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2014,2to3,20to59,20to29,North
0,2013,4to5,20to59,30to39,North
0,2004,2to3,0to19,10to19,North
0,2008,4to5,0to19,10to19,North
0,2013,4to5,20to59,20to29,North
1.11111111111111,2013,4to5,0to19,10to19,North
0,2011,4to5,20to59,30to39,North
1.71428571428571,2006,4to5,0to19,10to19,North
0,2011,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2012,2to3,20to59,20to29,North
0,2008,4to5,20to59,30to39,North
0,2010,4to5,20to59,30to39,North
0,2003,4to5,20to59,20to29,North
0,2001,4to5,0to19,10to19,North
0,2012,2to3,0to19,10to19,North
0,2001,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2011,4to5,20to59,30to39,North
0,2006,4to5,20to59,20to29,North
0,2011,4to5,20to59,30to39,North
0,2004,4to5,20to59,30to39,North
0,2013,2to3,20to59,20to29,North
0,2005,2to3,20to59,20to29,North
0,2006,4to5,20to59,30to39,North
0,2013,2to3,20to59,20to29,North
0.416666666666667,2006,4to5,0to19,10to19,North
0,2012,4to5,20to59,40to49,North
0.75,2006,4to5,20to59,20to29,North
0,2014,2to3,0to19,10to19,North
0,2006,4to5,20to59,30to39,North
0.833333333333333,2003,4to5,20to59,30to39,North
0,2008,4to5,0to19,10to19,North
0,2014,4to5,20to59,20to29,North
0,2006,2to3,0to19,10to19,North
0,2006,2to3,20to59,20to29,North
0.38961038961039,2009,4to5,0to19,10to19,North
0,2004,4to5,20to59,30to39,North
0.952380952380952,2004,4to5,20to59,20to29,North
0,2009,2to3,20to59,30to39,North
0,2009,4to5,0to19,10to19,North
0,2009,2to3,20to59,30to39,North
0,2006,2to3,20to59,20to29,North
0,2006,2to3,20to59,30to39,North
0,2006,4to5,20to59,20to29,North
0,2014,2to3,20to59,20to29,North
0,2011,4to5,0to19,10to19,North
0,2007,4to5,0to19,10to19,North
0,2005,2to3,20to59,20to29,North
0,2007,2to3,0to19,10to19,North
0,2011,2to3,20to59,20to29,North
0,2012,2to3,20to59,20to29,North
0,2008,4to5,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2007,4to5,0to19,10to19,North
0,2005,2to3,20to59,30to39,North
0.4,2003,4to5,20to59,20to29,North
0,2012,2to3,20to59,40to49,North
0.230769230769231,2003,4to5,20to59,20to29,North
0,2009,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2005,2to3,20to59,30to39,North
0.571428571428571,2009,4to5,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,40to49,North
0.372670807453416,2008,2to3,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2007,4to5,20to59,20to29,North
0,2012,4to5,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,20to29,North
0.344827586206897,2010,4to5,0to19,10to19,North
0,2012,4to5,20to59,30to39,North
0.276497695852535,2008,4to5,20to59,20to29,North
0,2003,2to3,0to19,10to19,North
0,2014,4to5,20to59,20to29,North
0,2014,4to5,20to59,20to29,North
0,2008,2to3,20to59,30to39,North
0,2011,4to5,0to19,10to19,North
0,2011,4to5,0to19,0to9,North
0,2009,2to3,20to59,20to29,North
0.714285714285714,2011,4to5,20to59,30to39,North
0,2011,2to3,20to59,20to29,North
0,2011,4to5,20to59,30to39,North
1.2,2014,4to5,20to59,30to39,North
0,2014,4to5,20to59,40to49,North
0,2011,4to5,20to59,30to39,North
0,2011,4to5,20to59,20to29,North
0.75,2005,4to5,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2010,4to5,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2005,4to5,20to59,20to29,North
0,2005,4to5,0to19,10to19,North
0,2007,2to3,20to59,30to39,North
0,2006,4to5,20to59,20to29,North
0,2008,4to5,20to59,20to29,North
0,2005,2to3,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2004,4to5,20to59,30to39,North
0,2004,2to3,20to59,20to29,North
0.75,2010,2to3,0to19,10to19,North
0,2011,4to5,20to59,30to39,North
0,2012,4to5,20to59,40to49,North
0,2012,4to5,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2008,4to5,20to59,30to39,North
0,2010,4to5,0to19,10to19,North
0.333333333333333,2003,4to5,0to19,10to19,North
0,2010,4to5,20to59,20to29,North
0,2005,2to3,20to59,30to39,North
0,2007,2to3,20to59,20to29,North
0,2011,4to5,20to59,30to39,North
0,2012,2to3,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2014,4to5,20to59,30to39,North
0.416666666666667,2004,4to5,20to59,20to29,North
0.220588235294118,2013,2to3,20to59,20to29,North
0,2013,2to3,0to19,10to19,North
0,2005,2to3,20to59,20to29,North
0,2006,4to5,20to59,30to39,North
0,2005,2to3,20to59,20to29,North
1.36363636363636,2011,2to3,0to19,10to19,North
0,2013,2to3,20to59,20to29,North
0.245901639344262,2013,2to3,20to59,20to29,North
0,2006,2to3,20to59,30to39,North
0,2010,4to5,20to59,30to39,North
0,2003,2to3,20to59,20to29,North
0,2008,4to5,20to59,40to49,North
0,2012,4to5,20to59,30to39,North
0,2010,4to5,20to59,20to29,North
0,2011,2to3,20to59,20to29,North
0,2009,4to5,0to19,10to19,North
0,2007,4to5,20to59,20to29,North
0,2011,4to5,20to59,20to29,North
0,2009,2to3,20to59,20to29,North
0.444444444444444,2004,4to5,20to59,30to39,North
0,2013,4to5,20to59,20to29,North
0,2013,4to5,20to59,20to29,North
0.625,2013,2to3,20to59,30to39,North
0,2013,4to5,20to59,20to29,North
0,2009,2to3,20to59,20to29,North
0,2011,4to5,0to19,10to19,North
4.36363636363636,2014,4to5,20to59,30to39,North
0,2011,4to5,20to59,30to39,North
0,2011,4to5,0to19,10to19,North
0,2012,2to3,20to59,30to39,North
0,2012,2to3,20to59,40to49,North
0,2005,2to3,20to59,30to39,North
0,2013,4to5,20to59,20to29,North
0,2012,2to3,20to59,40to49,North
0,2012,4to5,20to59,20to29,North
0,2012,2to3,20to59,40to49,North
0,2011,4to5,20to59,30to39,North
0.545454545454546,2012,4to5,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2014,4to5,20to59,20to29,North
0,2007,4to5,0to19,10to19,North
0,2007,4to5,20to59,20to29,North
0,2012,4to5,20to59,30to39,North
0,2009,4to5,20to59,20to29,North
0,2008,2to3,0to19,10to19,North
0,2008,2to3,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
0,2009,4to5,20to59,20to29,North
0,2003,2to3,20to59,20to29,North
0,2011,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2007,2to3,0to19,10to19,North
0,2009,2to3,20to59,20to29,North
0,2005,2to3,20to59,20to29,North
0,2005,2to3,0to19,10to19,North
0,2007,2to3,20to59,20to29,North
0,2011,4to5,20to59,20to29,North
1.25,2004,4to5,0to19,10to19,North
0,2004,4to5,0to19,10to19,North
0,2006,4to5,20to59,30to39,North
0,2007,4to5,20to59,20to29,North
0,2011,4to5,20to59,30to39,North
0,2007,2to3,20to59,30to39,North
0.25974025974026,2008,4to5,20to59,20to29,North
0,2004,2to3,20to59,20to29,North
0,2006,4to5,20to59,20to29,North
0,2012,2to3,20to59,30to39,North
0,2008,4to5,0to19,10to19,North
0,2005,4to5,0to19,10to19,North
0.769230769230769,2010,2to3,0to19,10to19,North
0,2008,4to5,20to59,30to39,North
0,2008,4to5,20to59,30to39,North
0,2012,4to5,20to59,40to49,North
0,2008,4to5,20to59,30to39,North
0,2003,4to5,0to19,10to19,North
0,2009,4to5,0to19,10to19,North
0,2010,4to5,20to59,30to39,North
0,2005,4to5,0to19,10to19,North
0,2013,4to5,20to59,20to29,North
0,2008,4to5,0to19,10to19,North
0,2011,4to5,0to19,10to19,North
0,2007,2to3,20to59,20to29,North
0,2010,4to5,20to59,30to39,North
0,2006,4to5,20to59,40to49,North
0,2006,4to5,20to59,40to49,North
0.833333333333333,2012,4to5,20to59,30to39,North
0,2003,2to3,20to59,30to39,North
0,2003,2to3,20to59,30to39,North
1.66666666666667,2011,2to3,0to19,10to19,North
0,2009,4to5,20to59,30to39,North
0,2011,2to3,0to19,10to19,North
0.416666666666667,2008,4to5,0to19,10to19,North
0,2003,2to3,20to59,30to39,North
0,2012,4to5,20to59,30to39,North
0,2008,4to5,0to19,10to19,North
0,2011,2to3,20to59,20to29,North
0,2011,2to3,20to59,30to39,North
0,2008,4to5,20to59,20to29,North
0,2003,2to3,0to19,10to19,North
0,2004,4to5,20to59,30to39,North
0,2009,4to5,20to59,30to39,North
1,2014,2to3,20to59,20to29,North
0,2013,2to3,20to59,30to39,North
